ImmunizeMe - All Pts: Patient ID,ImmunizeMe - vaccines: Patient ID,Age in years,Date of birth,First name,NHS number,Sex,Surname,Deduction date,Registration date,ImmunizeMe - vaccines: Vaccination type,Preferred telephone number,ImmunizeMe - vaccines: Event date,ImmunizeMe - vaccines: Event done at ID,Patient Count
17407636,17407636,15,07-Oct-2008,Firstname,1234570437,Female,Surname,,16-Oct-2008,Measles/Mumps/Rubella 1,12345678,15-Jan-2010,E87750,1
17407636,17407636,15,07-Oct-2008,Firstname,1234570438,Female,Surname,,16-Oct-2008,DTaP/IPV/Hib 1,12345678,05-Dec-2008,E87750,1
17407638,17407638,16,23-Jul-2008,Firstname,1234570439,Male,Surname,,06-Aug-2008,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,06-Oct-2023,RY908,1
17407638,17407638,16,23-Jul-2008,Firstname,1234570440,Male,Surname,,06-Aug-2008,Td/IPV 1,12345678,27-Jan-2022,RY908,1
17407645,17407645,66,01-Aug-1958,Firstname,1234570441,Male,Surname,,27-Aug-2008,Influenza Vaccine 1,12345678,09-Nov-2012,E87750,1
17407713,17407713,69,19-Mar-1955,Firstname,1234570442,Male,Surname,,30-Jun-2008,Typhoid 1,12345678,20-Nov-2009,E87750,1
17407713,17407713,69,19-Mar-1955,Firstname,1234570443,Male,Surname,,30-Jun-2008,Influenza Vaccine 1,12345678,30-Oct-2009,E87750,1
17407717,17407717,17,01-Apr-2007,Firstname,1234570444,Male,Surname,,25-Jan-2024,DTaP/IPV/Hib 1,12345678,31-May-2007,E87750,1
17407727,17407727,16,16-Jan-2008,Firstname,1234570445,Male,Surname,,04-Feb-2008,Measles/Mumps/Rubella 1,12345678,10-Mar-2009,E87750,1
17407757,17407757,41,02-Sep-1983,Firstname,1234570446,Male,Surname,,20-Nov-2007,Comirnaty Original/Omicron BA.4-5 COVID-19 Vacc md vials Booster,12345678,23-Sep-2023,RQM,1
17407760,,38,25-Sep-1985,Firstname,1234570447,Female,Surname,,07-Jun-2013,unknown,12345678,,,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570448,Female,Surname,,06-Nov-2007,Influenza Vaccine 1,12345678,14-Dec-2009,E87750,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570449,Female,Surname,,06-Nov-2007,Influenza Vaccine 1,12345678,06-Dec-2010,E87750,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570450,Female,Surname,,06-Nov-2007,Influenza Vaccine 1,12345678,06-Dec-2011,E87750,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570451,Female,Surname,,06-Nov-2007,Influenza Vaccine 1,12345678,22-Nov-2013,E87750,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570452,Female,Surname,,06-Nov-2007,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,26-Sep-2023,E87750,1
17407734,17407734,45,15-Jan-1979,Firstname,1234570453,Female,Surname,,27-Sep-2007,Hepatitis A 1,12345678,21-Aug-2008,E87750,1
17407741,17407741,46,20-Feb-1978,Firstname,1234570454,Female,Surname,,31-Aug-2007,Typhoid Single,12345678,03-Nov-2009,E87750,1
17407770,17407770,47,21-Oct-1976,Firstname,1234570455,Female,Surname,,19-Sep-2016,Typhoid 1,12345678,03-Jul-2009,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570456,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,03-Oct-2008,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570457,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,27-Oct-2009,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570458,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,11-Oct-2012,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570459,Male,Surname,,27-Apr-2007,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,21-Oct-2022,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570460,Female,Surname,,23-Apr-2013,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,20-Oct-2023,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570461,Female,Surname,,23-Apr-2013,Pneumococcal polysaccharide vaccine (PPV) 1,12345678,04-Oct-2022,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570462,Female,Surname,,11-May-2007,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,08-Nov-2010,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570463,Female,Surname,,11-May-2007,DTaP/IPV/Hib 3,12345678,19-May-2008,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570464,Female,Surname,,11-May-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,03-Jul-2008,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570465,Female,Surname,,11-May-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,24-May-2008,E87750,1
17407651,17407651,17,21-Feb-2007,Firstname,1234570466,Female,Surname,,03-Apr-2007,Nimenrix 1,12345678,16-Jun-2021,5.56E+11,1
17407651,17407651,17,21-Feb-2007,Firstname,1234570467,Female,Surname,,03-Apr-2007,Gardasil 2,12345678,06-Oct-2020,5.56E+11,1
17407659,17407659,17,10-Feb-2007,Firstname,1234570468,Female,Surname,,06-Mar-2007,DTaP/IPV/Hib 1,12345678,10-Apr-2007,E87750,1
17407653,,41,01-Aug-1983,Firstname,1234570469,Female,Surname,,23-Mar-2011,unknown,12345678,,,1
17407661,17407661,26,06-Nov-1997,Firstname,1234570470,Female,Surname,,07-Feb-2008,Hepatitis A 1,12345678,09-Jun-2009,E87750,1
17407661,17407661,26,06-Nov-1997,Firstname,1234570471,Female,Surname,,07-Feb-2008,Cervarix 1,12345678,05-Oct-2010,,1
17407682,,43,22-Dec-1980,Firstname,1234570472,Male,Surname,,09-Feb-2007,unknown,12345678,,,1
17407690,17407690,28,13-Mar-1996,Firstname,1234570473,Male,Surname,,03-Mar-2008,Measles/Mumps/Rubella 1,12345678,21-Aug-2007,E87750,1
17407690,17407690,28,13-Mar-1996,Firstname,1234570474,Male,Surname,,03-Mar-2008,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,06-Apr-2010,E87750,1
17407692,,59,18-Jan-1965,Firstname,1234570475,Male,Surname,,18-Jan-2007,unknown,12345678,,,1
17407686,17407686,53,10-Aug-1971,Firstname,1234570476,Male,Surname,,12-Dec-2006,Influenza Vaccine 1,12345678,02-Jan-2013,E87750,1
17407693,17407693,17,06-Dec-2006,Firstname,1234570477,Male,Surname,,25-Sep-2009,Hepatitis B 10 mcg/ml 1,12345678,06-Dec-2006,3.86E+11,1
17407710,17407710,18,22-Oct-2005,Firstname,1234570478,Male,Surname,,31-Mar-2006,Revaxis 2nd Scheduled Booster,12345678,26-Feb-2020,5.56E+11,1
17407778,,40,28-Dec-1983,Firstname,1234570479,Male,Surname,,17-Feb-2006,unknown,12345678,,,1
17407790,17407790,20,15-Mar-2004,Firstname,1234570480,Male,Surname,,09-Jan-2006,DTaP/IPV/Hib 1,12345678,28-May-2004,E87750,1
17407810,,56,25-Dec-1967,Firstname,1234570481,Male,Surname,,20-Oct-2008,unknown,12345678,,,1
17407812,17407812,18,07-Sep-2005,Firstname,1234570482,Male,Surname,,07-Feb-2008,Hepatitis A 2,12345678,02-Jul-2010,E87750,1
17407812,17407812,18,07-Sep-2005,Firstname,1234570483,Male,Surname,,07-Feb-2008,Nimenrix 1,12345678,20-May-2020,5.56E+11,1
17407816,17407816,19,23-Jun-2005,Firstname,1234570484,Female,Surname,,06-Jul-2005,Revaxis 2nd Scheduled Booster,12345678,31-Jan-2020,5.56E+11,1
17407822,17407822,55,20-Jan-1969,Firstname,1234570485,Female,Surname,,14-Apr-2005,Hepatitis A 1,12345678,12-Aug-2005,E87750,1
17407804,17407804,62,14-Sep-1961,Firstname,1234570486,Female,Surname,,22-Jun-2018,Typhoid 1,12345678,20-Feb-2009,E87750,1
17407797,17407797,21,26-Aug-2003,Firstname,1234570487,Male,Surname,,09-Dec-2004,Measles/Mumps/Rubella 1,12345678,07-Sep-2004,E87750,1
17407798,17407798,67,15-Sep-1956,Firstname,1234570488,Male,Surname,,10-Feb-2005,Influenza Vaccine 1,12345678,22-Dec-2010,E87750,1
17407798,17407798,67,15-Sep-1956,Firstname,1234570489,Male,Surname,,10-Feb-2005,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,30-Oct-2019,E87750,1
17407798,17407798,67,15-Sep-1956,Firstname,1234570490,Male,Surname,,10-Feb-2005,Comirnaty Original/Omicron BA.4-5 COVID-19 Vacc md vials Booster,12345678,11-Oct-2023,FJ365,1
17407807,17407807,46,21-Nov-1977,Firstname,1234570491,Male,Surname,,16-Nov-2004,Typhoid 1,12345678,31-Mar-2003,E87750,1
17407832,17407832,19,11-Sep-2004,Firstname,1234570492,Male,Surname,,25-Oct-2004,Measles/Mumps/Rubella 1,12345678,20-Jan-2006,E87750,1
17407330,17407330,51,27-Sep-1972,Firstname,1234570493,Female,Surname,,16-Jul-2004,Typhoid Booster,12345678,01-Apr-2005,E87750,1
17407330,17407330,51,27-Sep-1972,Firstname,1234570494,Female,Surname,,16-Jul-2004,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,08-Dec-2020,E87750,1
17407330,17407330,51,27-Sep-1972,Firstname,1234570495,Female,Surname,,16-Jul-2004,Comirnaty Omicron XBB.1.5 COVID-19 Vacc md vials Booster,12345678,30-Nov-2023,FJ678,1
17407339,17407339,54,11-Sep-1969,Firstname,1234570496,Female,Surname,,27-Jul-2004,Revaxis 1,12345678,24-Nov-2022,E87750,1
17407340,17407340,51,29-Apr-1973,Firstname,1234570497,Female,Surname,,21-Jun-2004,Hepatitis A 1,12345678,23-Dec-1997,E87750,1
17407368,17407368,58,30-Dec-1965,Firstname,1234570498,Female,Surname,,19-Mar-2004,Hepatitis A 1,12345678,29-Oct-2003,E87750,1
17407368,17407368,58,30-Dec-1965,Firstname,1234570499,Female,Surname,,19-Mar-2004,Influenza Vaccine 1,12345678,26-Nov-2009,E87750,1
17407373,17407373,28,31-Jan-1996,Firstname,1234570500,Male,Surname,,19-Mar-2004,Typhoid Single,12345678,12-Jul-2007,E87750,1
17407358,17407358,20,03-Jan-2004,Firstname,1234570501,Male,Surname,,16-Jan-2004,Measles/Mumps/Rubella 1,12345678,20-Jan-2005,E87750,1
17407358,17407358,20,03-Jan-2004,Firstname,1234570502,Male,Surname,,16-Jan-2004,Revaxis 2nd Scheduled Booster,12345678,26-Feb-2019,5.56E+11,1
17407385,17407385,85,01-Nov-1938,Firstname,1234570503,Female,Surname,,15-Dec-2003,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,24-Oct-2022,E87750,1
17407388,17407388,55,19-Jul-1969,Firstname,1234570504,Male,Surname,,16-Jul-2010,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,30-Sep-2022,E87750,1
17407381,17407381,20,28-Oct-2003,Firstname,1234570505,Female,Surname,,14-Nov-2008,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,13-Feb-2009,E87750,1
17407383,,46,19-Nov-1977,Firstname,1234570506,Male,Surname,,27-Nov-2003,unknown,12345678,,,1
17407459,17407459,22,24-Mar-2002,Firstname,1234570507,Female,Surname,,24-Nov-2003,Measles/Mumps/Rubella 1,12345678,01-Aug-2003,E87750,1
17407459,17407459,22,24-Mar-2002,Firstname,1234570508,Female,Surname,,24-Nov-2003,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,30-May-2006,E87750,1
17407459,17407459,22,24-Mar-2002,Firstname,1234570509,Female,Surname,,24-Nov-2003,Gardasil 1,12345678,06-Nov-2014,3.86E+11,1
17407467,17407467,77,18-Jul-1947,Firstname,1234570510,Female,Surname,,21-Oct-2003,Hepatitis A 1,12345678,16-Jun-2005,E87750,1
17407467,17407467,77,18-Jul-1947,Firstname,1234570511,Female,Surname,,21-Oct-2003,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,27-Nov-2023,FLR83,1
17407469,,46,28-Jan-1978,Firstname,1234570512,Male,Surname,,06-Aug-2003,unknown,12345678,,,1
17407470,17407470,52,19-May-1972,Firstname,1234570513,Female,Surname,,14-Aug-2003,Hepatitis A 1,12345678,07-Jul-2009,E87750,1
17407494,17407494,55,06-Apr-1969,Firstname,1234570514,Female,Surname,,05-Sep-2016,Influvac sub-unit Tetra (Viatris formerly Mylan) 1,12345678,10-Sep-2021,FMH15,1
17407502,17407502,44,19-Jun-1980,Firstname,1234570515,Male,Surname,,17-Aug-2006,Typhoid Single,12345678,15-Aug-2006,E87750,1
17407475,17407475,81,23-Sep-1942,Firstname,1234570516,Male,Surname,,16-Jun-2003,Pneumococcal polysaccharide vaccine (PPV) 1,12345678,24-Nov-2020,E87750,1
17407515,17407515,76,27-Aug-1948,Firstname,1234570517,Female,Surname,,01-Apr-2003,Influenza Vaccine 1,12345678,16-Oct-2003,E87750,1
17407515,17407515,76,27-Aug-1948,Firstname,1234570518,Female,Surname,,01-Apr-2003,Influenza Vaccine 1,12345678,07-Oct-2004,E87750,1
17407515,17407515,76,27-Aug-1948,Firstname,1234570519,Female,Surname,,01-Apr-2003,Influenza Vaccine 1,12345678,04-Oct-2013,E87750,1
17407515,17407515,76,27-Aug-1948,Firstname,1234570520,Female,Surname,,01-Apr-2003,Pneumococcal polysaccharide vaccine (PPV) 1,12345678,11-Jan-2024,E87750,1
17407512,,60,30-Sep-1963,Firstname,1234570521,Female,Surname,,07-Mar-2003,unknown,12345678,,,1
17407401,,45,25-Sep-1978,Firstname,1234570522,Male,Surname,,24-Jun-2004,unknown,12345678,,,1
17407407,,47,04-Apr-1977,Firstname,1234570523,Female,Surname,,25-Mar-2011,unknown,12345678,,,1
17407433,17407433,55,21-Oct-1968,Firstname,1234570524,Male,Surname,,20-Nov-2002,VAQTA Adult 1,12345678,04-Feb-2016,E87750,1
17407434,17407434,68,22-Oct-1955,Firstname,1234570525,Female,Surname,,28-Nov-2002,Hepatitis A Booster,12345678,21-Feb-2014,E87750,1
17407645,17407645,66,01-Aug-1958,Firstname,1234570526,Male,Surname,,27-Aug-2008,Combined Hep A / Hep B 3,12345678,29-Sep-2004,E87750,1
17407713,17407713,69,19-Mar-1955,Firstname,1234570527,Male,Surname,,30-Jun-2008,Influenza Vaccine 1,12345678,11-Oct-2012,E87750,1
17407713,17407713,69,19-Mar-1955,Firstname,1234570528,Male,Surname,,30-Jun-2008,Comirnaty Original/Omicron BA.4-5 COVID-19 Vacc md vials Booster,12345678,07-Oct-2023,Elsewhere,1
17407717,17407717,17,01-Apr-2007,Firstname,1234570529,Male,Surname,,25-Jan-2024,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,20-Aug-2007,E87750,1
17407727,17407727,16,16-Jan-2008,Firstname,1234570530,Male,Surname,,04-Feb-2008,Hepatitis A 2,12345678,02-Jul-2010,E87750,1
17407727,17407727,16,16-Jan-2008,Firstname,1234570531,Male,Surname,,04-Feb-2008,DTaP/IPV/Hib 2,12345678,21-Apr-2008,E87750,1
17407753,17407753,16,24-Nov-2007,Firstname,1234570532,Female,Surname,,11-Jan-2008,Revaxis 2nd Scheduled Booster,12345678,12-May-2022,5.56E+11,1
17407753,17407753,16,24-Nov-2007,Firstname,1234570533,Female,Surname,,11-Jan-2008,HIB + Meningitis C 1st Scheduled Booster,12345678,18-Dec-2008,E87750,1
17407757,17407757,41,02-Sep-1983,Firstname,1234570534,Male,Surname,,20-Nov-2007,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,23-Sep-2023,RQM,1
17407732,17407732,44,26-Jun-1980,Firstname,1234570535,Male,Surname,,22-Jul-2024,Influenza Vaccine 1,12345678,08-Dec-2010,E87750,1
17407737,,43,11-Feb-1981,Firstname,1234570536,Female,Surname,,22-Nov-2007,unknown,12345678,,,1
17407743,17407743,18,03-May-2006,Firstname,1234570537,Male,Surname,,31-Aug-2007,BCG 1,12345678,04-May-2006,E87750,1
17407743,17407743,18,03-May-2006,Firstname,1234570538,Male,Surname,,31-Aug-2007,Hepatitis A 2,12345678,04-Mar-2011,E87750,1
17407743,17407743,18,03-May-2006,Firstname,1234570539,Male,Surname,,31-Aug-2007,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,31-Aug-2007,3.86E+11,1
17407743,17407743,18,03-May-2006,Firstname,1234570540,Male,Surname,,31-Aug-2007,Typhoid Single,12345678,03-Nov-2009,E87750,1
17407772,17407772,17,02-Apr-2007,Firstname,1234570541,Male,Surname,,29-May-2007,Td/IPV 1,12345678,19-Jun-2012,E87750,1
17407772,17407772,17,02-Apr-2007,Firstname,1234570542,Male,Surname,,29-May-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,26-Jul-2007,E87750,1
17407772,17407772,17,02-Apr-2007,Firstname,1234570543,Male,Surname,,29-May-2007,HIB + Meningitis C 1st Scheduled Booster,12345678,29-Apr-2008,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570544,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,29-Oct-2013,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570545,Female,Surname,,23-Apr-2013,Influenza Vaccine 1,12345678,25-Oct-2010,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570546,Female,Surname,,11-May-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,19-May-2008,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570547,Female,Surname,,11-May-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,24-May-2007,E87750,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570548,Female,Surname,,11-May-2007,Gardasil 2,12345678,29-Jun-2021,5.56E+11,1
17407651,17407651,17,21-Feb-2007,Firstname,1234570549,Female,Surname,,03-Apr-2007,DTaP/IPV/Hib 2,12345678,18-May-2007,E87750,1
17407651,17407651,17,21-Feb-2007,Firstname,1234570550,Female,Surname,,03-Apr-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,29-Jun-2007,E87750,1
17407659,17407659,17,10-Feb-2007,Firstname,1234570551,Female,Surname,,06-Mar-2007,DTaP/IPV/Hib 1st Scheduled Booster,12345678,24-May-2011,E87750,1
17407681,17407681,75,17-Jan-1949,Firstname,1234570552,Female,Surname,,23-Jan-2007,Zostavax 1,12345678,09-Mar-2023,E87750,1
17407685,17407685,39,15-Aug-1985,Firstname,1234570553,Female,Surname,,07-Dec-2006,Typhoid 1,12345678,04-Apr-2005,E87750,1
17407685,17407685,39,15-Aug-1985,Firstname,1234570554,Female,Surname,,07-Dec-2006,Revaxis 2,12345678,08-Apr-2015,E87750,1
17407693,17407693,17,06-Dec-2006,Firstname,1234570555,Male,Surname,,25-Sep-2009,BCG 1,12345678,04-Jan-2007,3.86E+11,1
17407694,17407694,17,05-Nov-2006,Firstname,1234570556,Female,Surname,,27-Nov-2006,BCG 1,12345678,01-Feb-2007,3.86E+11,1
17407694,17407694,17,05-Nov-2006,Firstname,1234570557,Female,Surname,,27-Nov-2006,Fluenz Tetra (AstraZeneca UK Ltd) 1,12345678,10-Nov-2021,5.56E+11,1
17407671,17407671,67,20-Mar-1957,Firstname,1234570558,Female,Surname,,22-Jul-2024,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,20-Sep-2023,E87750,1
17407678,17407678,48,02-Jun-1976,Firstname,1234570559,Female,Surname,,27-Sep-2013,Revaxis Booster,12345678,15-Dec-2023,E87750,1
17407697,17407697,47,18-Jul-1977,Firstname,1234570560,Male,Surname,,01-Sep-2006,Typhoid Single,12345678,15-Mar-2007,E87750,1
17407698,17407698,18,15-Jun-2006,Firstname,1234570561,Female,Surname,,12-Jul-2006,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,30-Apr-2010,E87750,1
17407698,17407698,18,15-Jun-2006,Firstname,1234570562,Female,Surname,,12-Jul-2006,DTaP/IPV/Hib 3,12345678,19-Oct-2006,E87750,1
17407698,17407698,18,15-Jun-2006,Firstname,1234570563,Female,Surname,,12-Jul-2006,Pneumococcal polysaccharide conjugated vaccine (PCV) 3,12345678,23-Jul-2007,E87750,1
17407698,17407698,18,15-Jun-2006,Firstname,1234570564,Female,Surname,,12-Jul-2006,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,23-Jan-2007,E87750,1
17407698,17407698,18,15-Jun-2006,Firstname,1234570565,Female,Surname,,12-Jul-2006,dTaP/IPV 1st Scheduled Booster,12345678,30-Apr-2010,E87750,1
17407779,,52,21-Jul-1972,Firstname,1234570566,Female,Surname,,16-Feb-2006,unknown,12345678,,,1
17407789,,45,13-Jul-1979,Firstname,1234570567,Male,Surname,,20-Dec-2005,unknown,12345678,,,1
17407790,17407790,20,15-Mar-2004,Firstname,1234570568,Male,Surname,,09-Jan-2006,DTaP/IPV/Hib 2,12345678,02-Jul-2004,E87750,1
17407812,17407812,18,07-Sep-2005,Firstname,1234570569,Male,Surname,,07-Feb-2008,Typhoid Single,12345678,09-Jun-2009,E87750,1
17407818,,58,06-Dec-1965,Firstname,1234570570,Male,Surname,,04-Aug-2005,unknown,12345678,,,1
17407816,17407816,19,23-Jun-2005,Firstname,1234570571,Female,Surname,,06-Jul-2005,DTaP/IPV/Hib 1,12345678,30-Aug-2005,E87750,1
17407816,17407816,19,23-Jun-2005,Firstname,1234570572,Female,Surname,,06-Jul-2005,Gardasil 2,12345678,22-Jan-2019,5.56E+11,1
17407797,17407797,21,26-Aug-2003,Firstname,1234570573,Male,Surname,,09-Dec-2004,BCG 1,12345678,29-Sep-2003,E87750,1
17407797,17407797,21,26-Aug-2003,Firstname,1234570574,Male,Surname,,09-Dec-2004,DTaP/IPV 1st Scheduled Booster,12345678,17-Apr-2007,E87750,1
17407288,17407288,42,14-Jan-1982,Firstname,1234570575,Female,Surname,,27-Nov-2009,MMRvaxPRO 1,12345678,26-Oct-2017,E87750,1
17407293,17407293,21,09-Jul-2003,Firstname,1234570576,Male,Surname,,27-Nov-2009,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,17-Jul-2007,E87750,1
17407321,,41,27-Mar-1983,Firstname,1234570577,Male,Surname,,07-Oct-2009,unknown,12345678,,,1
17407585,17407585,72,09-Apr-1952,Firstname,1234570578,Male,Surname,,10-Sep-2009,Influenza Vaccine 1,12345678,04-Oct-2013,E87750,1
17407590,17407590,15,10-Feb-2009,Firstname,1234570579,Male,Surname,,15-Jul-2011,Pneumococcal polysaccharide conjugated vaccine (PCV) 2,12345678,17-Dec-2009,E87750,1
17407601,,53,04-Sep-1971,Firstname,1234570580,Male,Surname,,30-May-2012,unknown,12345678,,,1
17407611,17407611,17,08-Jan-2007,Firstname,1234570581,Female,Surname,,06-Jul-2010,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,24-Feb-2009,3.86E+11,1
17407634,17407634,16,02-Jan-2008,Firstname,1234570582,Male,Surname,,13-Oct-2008,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,04-Mar-2008,E87750,1
17407646,17407646,44,30-Apr-1980,Firstname,1234570583,Female,Surname,,20-Jun-2008,Quadrivalent influenza vaccine Split Virion inactivated (Sanofi Pasteur) 1,12345678,08-Dec-2020,E87750,1
17407717,17407717,17,01-Apr-2007,Firstname,1234570584,Male,Surname,,25-Jan-2024,DTaP/IPV/Hib 2,12345678,02-Jul-2007,E87750,1
17407717,17407717,17,01-Apr-2007,Firstname,1234570585,Male,Surname,,25-Jan-2024,HIB + Meningitis C 1st Scheduled Booster,12345678,15-Apr-2008,E87750,1
17407727,17407727,16,16-Jan-2008,Firstname,1234570586,Male,Surname,,04-Feb-2008,DTaP/IPV/Hib 3,12345678,06-Jun-2008,E87750,1
17407747,,39,03-Mar-1985,Firstname,1234570587,Male,Surname,,11-Mar-2008,unknown,12345678,,,1
17407739,17407739,68,21-Jun-1956,Firstname,1234570588,Female,Surname,,06-Nov-2007,Influenza Vaccine 1,12345678,26-Nov-2012,E87750,1
17407736,,40,22-Aug-1984,Firstname,1234570589,Male,Surname,,23-Aug-2007,unknown,12345678,,,1
17407743,17407743,18,03-May-2006,Firstname,1234570590,Male,Surname,,31-Aug-2007,Revaxis 2nd Scheduled Booster,12345678,30-Jan-2020,5.56E+11,1
17407744,,43,23-Oct-1980,Firstname,1234570591,Male,Surname,,07-Sep-2007,unknown,12345678,,,1
17407761,17407761,63,20-Apr-1961,Firstname,1234570592,Male,Surname,,29-Jun-2007,Hepatitis A 1,12345678,16-May-2005,E87750,1
17407761,17407761,63,20-Apr-1961,Firstname,1234570593,Male,Surname,,29-Jun-2007,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,08-Oct-2022,N1X3X,1
17407762,,71,10-Nov-1952,Firstname,1234570594,Female,Surname,,06-Aug-2007,unknown,12345678,,,1
17407770,17407770,47,21-Oct-1976,Firstname,1234570595,Female,Surname,,19-Sep-2016,Cell-based quadrivalent Flu/Vac/SA inj 0.5ml pfs (Seqirus UK Ltd) 1,12345678,28-Sep-2023,E87750,1
17407772,17407772,17,02-Apr-2007,Firstname,1234570596,Male,Surname,,29-May-2007,Gardasil 1,12345678,28-Sep-2020,5.56E+11,1
17407765,17407765,76,01-Jul-1948,Firstname,1234570597,Male,Surname,,05-Jun-2007,Influenza Vaccine 1,12345678,13-Oct-2011,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570598,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,15-Dec-2006,E87750,1
17407766,17407766,83,18-Jul-1941,Firstname,1234570599,Male,Surname,,27-Apr-2007,Influenza Vaccine 1,12345678,19-Sep-2011,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570600,Female,Surname,,23-Apr-2013,Influenza Vaccine 1,12345678,01-Mar-2013,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570601,Female,Surname,,23-Apr-2013,Influenza Vaccine 1,12345678,25-Oct-2013,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570602,Female,Surname,,23-Apr-2013,"Adjuvanted quadrivalent flu vacc (SA, inact) inj 0.5ml pfs (Seqirus UK Ltd) 1",12345678,28-Sep-2022,E87750,1
17407773,17407773,68,07-Oct-1955,Firstname,1234570603,Female,Surname,,23-Apr-2013,Comirnaty Original/Omicron BA.4-5 COVID-19 Vacc md vials Booster,12345678,30-Sep-2023,N1X3X,1
17407775,17407775,17,13-Mar-2007,Firstname,1234570604,Female,Surname,,11-May-2007,DTaP/IPV/Hib 1,12345678,24-May-2007,E87750,1
17407651,17407651,17,21-Feb-2007,Firstname,1234570605,Female,Surname,,03-Apr-2007,Measles/Mumps/Rubella 1,12345678,09-Feb-2009,E87750,1
17407659,17407659,17,10-Feb-2007,Firstname,1234570606,Female,Surname,,06-Mar-2007,Measles/Mumps/Rubella 1st Scheduled Booster,12345678,24-May-2011,E87750,1
17407659,17407659,17,10-Feb-2007,Firstname,1234570607,Female,Surname,,06-Mar-2007,DTaP/IPV/Hib 3,12345678,05-Jun-2007,E87750,1
17407659,17407659,17,10-Feb-2007,Firstname,1234570608,Female,Surname,,06-Mar-2007,Pneumococcal polysaccharide conjugated vaccine (PCV) 1,12345678,10-Apr-2007,E87750,1
